Attribute,Category,Type,Value,Year
SANTOW & RJR,4412-01 · Custom Farming Labor,Income,0,2024
SANTOW & RJR,4500-01 · Management Fees Income,Income,0,2021
SANTOW & RJR,4500-01 · Management Fees Income,Income,0,2022
SANTOW & RJR,4500-01 · Management Fees Income,Income,0,2023
SANTOW & RJR,4500-01 · Management Fees Income,Income,0,2024
SANTOW & RJR,4500-02 · Clerical Variable Income,Income,0,2021
SANTOW & RJR,4500-02 · Clerical Variable Income,Income,0,2022
SANTOW & RJR,4500-02 · Clerical Variable Income,Income,0,2023
SANTOW & RJR,4500-02 · Clerical Variable Income,Income,0,2024
SANTOW & RJR,4500-03 · Customers' Crop Share,Income,0,2021
SANTOW & RJR,4500-03 · Customers' Crop Share,Income,0,2022
SANTOW & RJR,4500-03 · Customers' Crop Share,Income,0,2023
SANTOW & RJR,4500-03 · Customers' Crop Share,Income,0,2024
SANTOW & RJR,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SANTOW & RJR,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SANTOW & RJR,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SANTOW & RJR,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SANTOW & RJR,5000-01 · Labor Hire Payroll,COGS,0,2021
SANTOW & RJR,5000-01 · Labor Hire Payroll,COGS,0,2022
SANTOW & RJR,5000-01 · Labor Hire Payroll,COGS,0,2023
SANTOW & RJR,5000-01 · Labor Hire Payroll,COGS,0,2024
SANTOW & RJR,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SANTOW & RJR,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SANTOW & RJR,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SANTOW & RJR,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SANTOW & RJR,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SANTOW & RJR,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SANTOW & RJR,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SANTOW & RJR,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SANTOW & RJR,Net Income,Income,0,2021
SANTOW & RJR,Net Income,Income,0,2022
SANTOW & RJR,Net Income,Income,0,2023
SANTOW & RJR,Net Income,Income,3486,2024
SANTOW & RJR,Total COGS,COGS,0,2021
SANTOW & RJR,Total COGS,COGS,0,2022
SANTOW & RJR,Total COGS,COGS,0,2023
SANTOW & RJR,Total COGS,COGS,0,2024
SANTOW & RJR,Total Expense,Expense,0,2021
SANTOW & RJR,Total Expense,Expense,0,2022
SANTOW & RJR,Total Expense,Expense,0,2023
SANTOW & RJR,Total Expense,Expense,0,2024
SANTOW & RJR,Total Income,Income,0,2021
SANTOW & RJR,Total Income,Income,0,2022
SANTOW & RJR,Total Income,Income,0,2023
SANTOW & RJR,Total Income,Income,3486,2024
SC - HOME,4300-01 · Custom Farming Equipment,Income,0,2021
SC - HOME,4300-01 · Custom Farming Equipment,Income,0,2022
SC - HOME,4300-01 · Custom Farming Equipment,Income,0,2023
SC - HOME,4300-01 · Custom Farming Equipment,Income,0,2024
SC - HOME,4300-02 · Custom Harvesting Equipment,Income,0,2022
SC - HOME,4300-02 · Custom Harvesting Equipment,Income,0,2023
SC - HOME,4300-02 · Custom Harvesting Equipment,Income,0,2024
SC - HOME,4300-02 · Custom Harvesting Equipment,Income,4975,2021
SC - HOME,4412 · Labor Income - Other,Income,0,2021
SC - HOME,4412 · Labor Income - Other,Income,0,2022
SC - HOME,4412 · Labor Income - Other,Income,0,2023
SC - HOME,4412 · Labor Income - Other,Income,0,2024
SC - HOME,4412-01 · Custom Farming Labor,Income,0,2022
SC - HOME,4412-01 · Custom Farming Labor,Income,0,2023
SC - HOME,4412-01 · Custom Farming Labor,Income,0,2024
SC - HOME,4412-01 · Custom Farming Labor,Income,130,2021
SC - HOME,4500-01 · Management Fees Income,Income,0,2021
SC - HOME,4500-01 · Management Fees Income,Income,0,2022
SC - HOME,4500-01 · Management Fees Income,Income,0,2023
SC - HOME,4500-01 · Management Fees Income,Income,0,2024
SC - HOME,4500-02 · Clerical Variable Income,Income,0,2021
SC - HOME,4500-02 · Clerical Variable Income,Income,0,2022
SC - HOME,4500-02 · Clerical Variable Income,Income,0,2023
SC - HOME,4500-02 · Clerical Variable Income,Income,0,2024
SC - HOME,4500-03 · Customers' Crop Share,Income,0,2021
SC - HOME,4500-03 · Customers' Crop Share,Income,0,2022
SC - HOME,4500-03 · Customers' Crop Share,Income,0,2023
SC - HOME,4500-03 · Customers' Crop Share,Income,0,2024
SC - HOME,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SC - HOME,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SC - HOME,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SC - HOME,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SC - HOME,5000-01 · Labor Hire Payroll,COGS,0,2022
SC - HOME,5000-01 · Labor Hire Payroll,COGS,0,2023
SC - HOME,5000-01 · Labor Hire Payroll,COGS,0,2024
SC - HOME,5000-01 · Labor Hire Payroll,COGS,87,2021
SC - HOME,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SC - HOME,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SC - HOME,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SC - HOME,5002-01 · Labor Hire Payroll Taxes,COGS,11.07,2021
SC - HOME,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SC - HOME,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SC - HOME,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SC - HOME,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SC - HOME,Net Income,Income,0,2022
SC - HOME,Net Income,Income,0,2023
SC - HOME,Net Income,Income,0,2024
SC - HOME,Net Income,Income,8210.93,2021
SC - HOME,Total COGS,COGS,0,2022
SC - HOME,Total COGS,COGS,0,2023
SC - HOME,Total COGS,COGS,0,2024
SC - HOME,Total COGS,COGS,98.07,2021
SC - HOME,Total Expense,Expense,0,2021
SC - HOME,Total Expense,Expense,0,2022
SC - HOME,Total Expense,Expense,0,2023
SC - HOME,Total Expense,Expense,0,2024
SC - HOME,Total Income,Income,0,2022
SC - HOME,Total Income,Income,0,2023
SC - HOME,Total Income,Income,0,2024
SC - HOME,Total Income,Income,8309,2021
SC-CANAL,4300-01 · Custom Farming Equipment,Income,0,2021
SC-CANAL,4300-01 · Custom Farming Equipment,Income,0,2022
SC-CANAL,4300-01 · Custom Farming Equipment,Income,0,2023
SC-CANAL,4300-01 · Custom Farming Equipment,Income,0,2024
SC-CANAL,4300-02 · Custom Harvesting Equipment,Income,0,2023
SC-CANAL,4300-02 · Custom Harvesting Equipment,Income,0,2024
SC-CANAL,4300-02 · Custom Harvesting Equipment,Income,25634.82,2022
SC-CANAL,4300-02 · Custom Harvesting Equipment,Income,26301.12,2021
SC-CANAL,4412 · Labor Income - Other,Income,0,2021
SC-CANAL,4412 · Labor Income - Other,Income,0,2022
SC-CANAL,4412 · Labor Income - Other,Income,0,2023
SC-CANAL,4412 · Labor Income - Other,Income,0,2024
SC-CANAL,4412-01 · Custom Farming Labor,Income,0,2022
SC-CANAL,4412-01 · Custom Farming Labor,Income,0,2023
SC-CANAL,4412-01 · Custom Farming Labor,Income,0,2024
SC-CANAL,4412-01 · Custom Farming Labor,Income,468,2021
SC-CANAL,4500-01 · Management Fees Income,Income,0,2021
SC-CANAL,4500-01 · Management Fees Income,Income,0,2022
SC-CANAL,4500-01 · Management Fees Income,Income,0,2023
SC-CANAL,4500-01 · Management Fees Income,Income,0,2024
SC-CANAL,4500-02 · Clerical Variable Income,Income,0,2021
SC-CANAL,4500-02 · Clerical Variable Income,Income,0,2022
SC-CANAL,4500-02 · Clerical Variable Income,Income,0,2023
SC-CANAL,4500-02 · Clerical Variable Income,Income,0,2024
SC-CANAL,4500-03 · Customers' Crop Share,Income,0,2021
SC-CANAL,4500-03 · Customers' Crop Share,Income,0,2022
SC-CANAL,4500-03 · Customers' Crop Share,Income,0,2023
SC-CANAL,4500-03 · Customers' Crop Share,Income,0,2024
SC-CANAL,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SC-CANAL,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SC-CANAL,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SC-CANAL,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SC-CANAL,5000-01 · Labor Hire Payroll,COGS,0,2022
SC-CANAL,5000-01 · Labor Hire Payroll,COGS,0,2023
SC-CANAL,5000-01 · Labor Hire Payroll,COGS,0,2024
SC-CANAL,5000-01 · Labor Hire Payroll,COGS,207,2021
SC-CANAL,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SC-CANAL,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SC-CANAL,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SC-CANAL,5002-01 · Labor Hire Payroll Taxes,COGS,26.36,2021
SC-CANAL,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SC-CANAL,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SC-CANAL,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SC-CANAL,5002-04 · Harvesting Payroll Taxes,COGS,20.82,2021
SC-CANAL,Net Income,Income,0,2023
SC-CANAL,Net Income,Income,0,2024
SC-CANAL,Net Income,Income,31260.94,2021
SC-CANAL,Net Income,Income,35196.82,2022
SC-CANAL,Total COGS,COGS,0,2022
SC-CANAL,Total COGS,COGS,0,2023
SC-CANAL,Total COGS,COGS,0,2024
SC-CANAL,Total COGS,COGS,416.18,2021
SC-CANAL,Total Expense,Expense,0,2021
SC-CANAL,Total Expense,Expense,0,2022
SC-CANAL,Total Expense,Expense,0,2023
SC-CANAL,Total Expense,Expense,0,2024
SC-CANAL,Total Income,Income,0,2023
SC-CANAL,Total Income,Income,0,2024
SC-CANAL,Total Income,Income,31677.12,2021
SC-CANAL,Total Income,Income,35196.82,2022
SCHA-D,4300-01 · Custom Farming Equipment,Income,0,2021
SCHA-D,4300-01 · Custom Farming Equipment,Income,0,2022
SCHA-D,4300-01 · Custom Farming Equipment,Income,0,2023
SCHA-D,4300-01 · Custom Farming Equipment,Income,0,2024
SCHA-D,4300-02 · Custom Harvesting Equipment,Income,14510.92,2021
SCHA-D,4300-02 · Custom Harvesting Equipment,Income,16457.51,2022
SCHA-D,4300-02 · Custom Harvesting Equipment,Income,16634,2023
SCHA-D,4300-02 · Custom Harvesting Equipment,Income,520,2024
SCHA-D,4412 · Labor Income - Other,Income,0,2021
SCHA-D,4412 · Labor Income - Other,Income,0,2022
SCHA-D,4412 · Labor Income - Other,Income,0,2023
SCHA-D,4412 · Labor Income - Other,Income,0,2024
SCHA-D,4412-01 · Custom Farming Labor,Income,0,2021
SCHA-D,4412-01 · Custom Farming Labor,Income,0,2022
SCHA-D,4412-01 · Custom Farming Labor,Income,0,2023
SCHA-D,4412-01 · Custom Farming Labor,Income,128,2024
SCHA-D,4500-01 · Management Fees Income,Income,0,2021
SCHA-D,4500-01 · Management Fees Income,Income,0,2022
SCHA-D,4500-01 · Management Fees Income,Income,0,2023
SCHA-D,4500-01 · Management Fees Income,Income,0,2024
SCHA-D,4500-02 · Clerical Variable Income,Income,0,2021
SCHA-D,4500-02 · Clerical Variable Income,Income,0,2022
SCHA-D,4500-02 · Clerical Variable Income,Income,0,2023
SCHA-D,4500-02 · Clerical Variable Income,Income,0,2024
SCHA-D,4500-03 · Customers' Crop Share,Income,0,2021
SCHA-D,4500-03 · Customers' Crop Share,Income,0,2022
SCHA-D,4500-03 · Customers' Crop Share,Income,0,2023
SCHA-D,4500-03 · Customers' Crop Share,Income,0,2024
SCHA-D,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SCHA-D,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SCHA-D,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SCHA-D,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SCHA-D,5000-01 · Labor Hire Payroll,COGS,0,2021
SCHA-D,5000-01 · Labor Hire Payroll,COGS,0,2022
SCHA-D,5000-01 · Labor Hire Payroll,COGS,0,2023
SCHA-D,5000-01 · Labor Hire Payroll,COGS,72,2024
SCHA-D,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SCHA-D,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SCHA-D,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SCHA-D,5002-01 · Labor Hire Payroll Taxes,COGS,10.46,2024
SCHA-D,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SCHA-D,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SCHA-D,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SCHA-D,5002-04 · Harvesting Payroll Taxes,COGS,148.86,2024
SCHA-D,Net Income,Income,'-1055.7,2024
SCHA-D,Net Income,Income,14510.92,2021
SCHA-D,Net Income,Income,16457.51,2022
SCHA-D,Net Income,Income,16634,2023
SCHA-D,Total COGS,COGS,0,2021
SCHA-D,Total COGS,COGS,0,2022
SCHA-D,Total COGS,COGS,0,2023
SCHA-D,Total COGS,COGS,1703.7,2024
SCHA-D,Total Expense,Expense,0,2021
SCHA-D,Total Expense,Expense,0,2022
SCHA-D,Total Expense,Expense,0,2023
SCHA-D,Total Expense,Expense,0,2024
SCHA-D,Total Income,Income,14510.92,2021
SCHA-D,Total Income,Income,16457.51,2022
SCHA-D,Total Income,Income,16634,2023
SCHA-D,Total Income,Income,648,2024
SCHA-G,4300-01 · Custom Farming Equipment,Income,0,2021
SCHA-G,4300-01 · Custom Farming Equipment,Income,0,2023
SCHA-G,4300-01 · Custom Farming Equipment,Income,0,2024
SCHA-G,4300-01 · Custom Farming Equipment,Income,14742.11,2022
SCHA-G,4300-02 · Custom Harvesting Equipment,Income,0,2024
SCHA-G,4300-02 · Custom Harvesting Equipment,Income,10391.04,2021
SCHA-G,4300-02 · Custom Harvesting Equipment,Income,11784.96,2022
SCHA-G,4300-02 · Custom Harvesting Equipment,Income,12419,2023
SCHA-G,4412 · Labor Income - Other,Income,0,2021
SCHA-G,4412 · Labor Income - Other,Income,0,2022
SCHA-G,4412 · Labor Income - Other,Income,0,2023
SCHA-G,4412 · Labor Income - Other,Income,0,2024
SCHA-G,4412-01 · Custom Farming Labor,Income,0,2023
SCHA-G,4412-01 · Custom Farming Labor,Income,0,2024
SCHA-G,4412-01 · Custom Farming Labor,Income,1274,2021
SCHA-G,4412-01 · Custom Farming Labor,Income,2196.25,2022
SCHA-G,4500-01 · Management Fees Income,Income,0,2021
SCHA-G,4500-01 · Management Fees Income,Income,0,2022
SCHA-G,4500-01 · Management Fees Income,Income,0,2023
SCHA-G,4500-01 · Management Fees Income,Income,0,2024
SCHA-G,4500-02 · Clerical Variable Income,Income,0,2021
SCHA-G,4500-02 · Clerical Variable Income,Income,0,2022
SCHA-G,4500-02 · Clerical Variable Income,Income,0,2023
SCHA-G,4500-02 · Clerical Variable Income,Income,0,2024
SCHA-G,4500-03 · Customers' Crop Share,Income,0,2021
SCHA-G,4500-03 · Customers' Crop Share,Income,0,2022
SCHA-G,4500-03 · Customers' Crop Share,Income,0,2023
SCHA-G,4500-03 · Customers' Crop Share,Income,0,2024
SCHA-G,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SCHA-G,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SCHA-G,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SCHA-G,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SCHA-G,5000-01 · Labor Hire Payroll,COGS,0,2022
SCHA-G,5000-01 · Labor Hire Payroll,COGS,0,2024
SCHA-G,5000-01 · Labor Hire Payroll,COGS,23.5,2023
SCHA-G,5000-01 · Labor Hire Payroll,COGS,956.91,2021
SCHA-G,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SCHA-G,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SCHA-G,5002-01 · Labor Hire Payroll Taxes,COGS,1.7,2023
SCHA-G,5002-01 · Labor Hire Payroll Taxes,COGS,81.76,2021
SCHA-G,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SCHA-G,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SCHA-G,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SCHA-G,5002-04 · Harvesting Payroll Taxes,COGS,38.4,2024
SCHA-G,Net Income,Income,10776.7,2021
SCHA-G,Net Income,Income,13742.76,2023
SCHA-G,Net Income,Income,29197.61,2022
SCHA-G,Net Income,Income,'-389.28,2024
SCHA-G,Total COGS,COGS,'-1291.76,2023
SCHA-G,Total COGS,COGS,'-474.29,2022
SCHA-G,Total COGS,COGS,540.53,2024
SCHA-G,Total COGS,COGS,888.34,2021
SCHA-G,Total Expense,Expense,0,2021
SCHA-G,Total Expense,Expense,0,2022
SCHA-G,Total Expense,Expense,0,2023
SCHA-G,Total Expense,Expense,0,2024
SCHA-G,Total Income,Income,11665.04,2021
SCHA-G,Total Income,Income,12451,2023
SCHA-G,Total Income,Income,151.25,2024
SCHA-G,Total Income,Income,28723.32,2022
SC-WYER ROAD,4300-01 · Custom Farming Equipment,Income,0,2021
SC-WYER ROAD,4300-01 · Custom Farming Equipment,Income,0,2022
SC-WYER ROAD,4300-01 · Custom Farming Equipment,Income,0,2023
SC-WYER ROAD,4300-01 · Custom Farming Equipment,Income,0,2024
SC-WYER ROAD,4300-02 · Custom Harvesting Equipment,Income,0,2023
SC-WYER ROAD,4300-02 · Custom Harvesting Equipment,Income,0,2024
SC-WYER ROAD,4300-02 · Custom Harvesting Equipment,Income,12155.06,2021
SC-WYER ROAD,4300-02 · Custom Harvesting Equipment,Income,9792.15,2022
SC-WYER ROAD,4412 · Labor Income - Other,Income,0,2021
SC-WYER ROAD,4412 · Labor Income - Other,Income,0,2022
SC-WYER ROAD,4412 · Labor Income - Other,Income,0,2023
SC-WYER ROAD,4412 · Labor Income - Other,Income,0,2024
SC-WYER ROAD,4412-01 · Custom Farming Labor,Income,0,2021
SC-WYER ROAD,4412-01 · Custom Farming Labor,Income,0,2022
SC-WYER ROAD,4412-01 · Custom Farming Labor,Income,0,2023
SC-WYER ROAD,4412-01 · Custom Farming Labor,Income,0,2024
SC-WYER ROAD,4500-01 · Management Fees Income,Income,0,2021
SC-WYER ROAD,4500-01 · Management Fees Income,Income,0,2022
SC-WYER ROAD,4500-01 · Management Fees Income,Income,0,2023
SC-WYER ROAD,4500-01 · Management Fees Income,Income,0,2024
SC-WYER ROAD,4500-02 · Clerical Variable Income,Income,0,2021
SC-WYER ROAD,4500-02 · Clerical Variable Income,Income,0,2022
SC-WYER ROAD,4500-02 · Clerical Variable Income,Income,0,2023
SC-WYER ROAD,4500-02 · Clerical Variable Income,Income,0,2024
SC-WYER ROAD,4500-03 · Customers' Crop Share,Income,0,2021
SC-WYER ROAD,4500-03 · Customers' Crop Share,Income,0,2022
SC-WYER ROAD,4500-03 · Customers' Crop Share,Income,0,2023
SC-WYER ROAD,4500-03 · Customers' Crop Share,Income,0,2024
SC-WYER ROAD,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SC-WYER ROAD,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SC-WYER ROAD,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SC-WYER ROAD,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SC-WYER ROAD,5000-01 · Labor Hire Payroll,COGS,0,2022
SC-WYER ROAD,5000-01 · Labor Hire Payroll,COGS,0,2023
SC-WYER ROAD,5000-01 · Labor Hire Payroll,COGS,0,2024
SC-WYER ROAD,5000-01 · Labor Hire Payroll,COGS,120,2021
SC-WYER ROAD,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SC-WYER ROAD,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SC-WYER ROAD,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SC-WYER ROAD,5002-01 · Labor Hire Payroll Taxes,COGS,15.29,2021
SC-WYER ROAD,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SC-WYER ROAD,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SC-WYER ROAD,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SC-WYER ROAD,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SC-WYER ROAD,Net Income,Income,0,2023
SC-WYER ROAD,Net Income,Income,0,2024
SC-WYER ROAD,Net Income,Income,12662.15,2022
SC-WYER ROAD,Net Income,Income,13999.77,2021
SC-WYER ROAD,Total COGS,COGS,0,2022
SC-WYER ROAD,Total COGS,COGS,0,2023
SC-WYER ROAD,Total COGS,COGS,0,2024
SC-WYER ROAD,Total COGS,COGS,135.29,2021
SC-WYER ROAD,Total Expense,Expense,0,2021
SC-WYER ROAD,Total Expense,Expense,0,2022
SC-WYER ROAD,Total Expense,Expense,0,2023
SC-WYER ROAD,Total Expense,Expense,0,2024
SC-WYER ROAD,Total Income,Income,0,2023
SC-WYER ROAD,Total Income,Income,0,2024
SC-WYER ROAD,Total Income,Income,12662.15,2022
SC-WYER ROAD,Total Income,Income,14135.06,2021
SHEN,4300-01 · Custom Farming Equipment,Income,0,2023
SHEN,4300-01 · Custom Farming Equipment,Income,0,2024
SHEN,4300-01 · Custom Farming Equipment,Income,33184.4,2022
SHEN,4300-01 · Custom Farming Equipment,Income,33801.15,2021
SHEN,4300-02 · Custom Harvesting Equipment,Income,0,2024
SHEN,4300-02 · Custom Harvesting Equipment,Income,16417.5,2022
SHEN,4300-02 · Custom Harvesting Equipment,Income,38849.11,2021
SHEN,4300-02 · Custom Harvesting Equipment,Income,7785,2023
SHEN,4412 · Labor Income - Other,Income,0,2021
SHEN,4412 · Labor Income - Other,Income,0,2022
SHEN,4412 · Labor Income - Other,Income,0,2023
SHEN,4412 · Labor Income - Other,Income,0,2024
SHEN,4412-01 · Custom Farming Labor,Income,0,2023
SHEN,4412-01 · Custom Farming Labor,Income,0,2024
SHEN,4412-01 · Custom Farming Labor,Income,20885,2022
SHEN,4412-01 · Custom Farming Labor,Income,35070,2021
SHEN,4500-01 · Management Fees Income,Income,0,2023
SHEN,4500-01 · Management Fees Income,Income,0,2024
SHEN,4500-01 · Management Fees Income,Income,13681.25,2022
SHEN,4500-01 · Management Fees Income,Income,14925,2021
SHEN,4500-02 · Clerical Variable Income,Income,0,2023
SHEN,4500-02 · Clerical Variable Income,Income,0,2024
SHEN,4500-02 · Clerical Variable Income,Income,6019.75,2022
SHEN,4500-02 · Clerical Variable Income,Income,6913.29,2021
SHEN,4500-03 · Customers' Crop Share,Income,0,2023
SHEN,4500-03 · Customers' Crop Share,Income,0,2024
SHEN,4500-03 · Customers' Crop Share,Income,1862.64,2021
SHEN,4500-03 · Customers' Crop Share,Income,3830.75,2022
SHEN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SHEN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SHEN,4500-04 · Vehicle Maintenance/Fuel Income,Income,7661.5,2022
SHEN,4500-04 · Vehicle Maintenance/Fuel Income,Income,8358,2021
SHEN,5000-01 · Labor Hire Payroll,COGS,0,2021
SHEN,5000-01 · Labor Hire Payroll,COGS,0,2024
SHEN,5000-01 · Labor Hire Payroll,COGS,148,2022
SHEN,5000-01 · Labor Hire Payroll,COGS,87.5,2023
SHEN,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SHEN,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SHEN,5002-01 · Labor Hire Payroll Taxes,COGS,13.58,2022
SHEN,5002-01 · Labor Hire Payroll Taxes,COGS,8.49,2023
SHEN,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SHEN,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SHEN,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SHEN,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SHEN,Net Income,Income,0,2024
SHEN,Net Income,Income,110823.62,2022
SHEN,Net Income,Income,147293.09,2021
SHEN,Net Income,Income,7908.61,2023
SHEN,Total COGS,COGS,0,2024
SHEN,Total COGS,COGS,'-123.61,2023
SHEN,Total COGS,COGS,'-1331.47,2022
SHEN,Total COGS,COGS,22371.11,2021
SHEN,Total Expense,Expense,0,2021
SHEN,Total Expense,Expense,0,2022
SHEN,Total Expense,Expense,0,2023
SHEN,Total Expense,Expense,0,2024
SHEN,Total Income,Income,0,2024
SHEN,Total Income,Income,109492.15,2022
SHEN,Total Income,Income,169664.2,2021
SHEN,Total Income,Income,7785,2023
SHEN 1,4300-01 · Custom Farming Equipment,Income,0,2021
SHEN 1,4300-01 · Custom Farming Equipment,Income,0,2022
SHEN 1,4300-01 · Custom Farming Equipment,Income,0,2023
SHEN 1,4300-01 · Custom Farming Equipment,Income,0,2024
SHEN 1,4300-02 · Custom Harvesting Equipment,Income,0,2021
SHEN 1,4300-02 · Custom Harvesting Equipment,Income,0,2022
SHEN 1,4300-02 · Custom Harvesting Equipment,Income,0,2023
SHEN 1,4300-02 · Custom Harvesting Equipment,Income,6539,2024
SHEN 1,4412 · Labor Income - Other,Income,0,2021
SHEN 1,4412 · Labor Income - Other,Income,0,2022
SHEN 1,4412 · Labor Income - Other,Income,0,2023
SHEN 1,4412 · Labor Income - Other,Income,0,2024
SHEN 1,4412-01 · Custom Farming Labor,Income,0,2021
SHEN 1,4412-01 · Custom Farming Labor,Income,0,2022
SHEN 1,4412-01 · Custom Farming Labor,Income,0,2023
SHEN 1,4412-01 · Custom Farming Labor,Income,0,2024
SHEN 1,4500-01 · Management Fees Income,Income,0,2021
SHEN 1,4500-01 · Management Fees Income,Income,0,2022
SHEN 1,4500-01 · Management Fees Income,Income,0,2023
SHEN 1,4500-01 · Management Fees Income,Income,0,2024
SHEN 1,4500-02 · Clerical Variable Income,Income,0,2021
SHEN 1,4500-02 · Clerical Variable Income,Income,0,2022
SHEN 1,4500-02 · Clerical Variable Income,Income,0,2023
SHEN 1,4500-02 · Clerical Variable Income,Income,0,2024
SHEN 1,4500-03 · Customers' Crop Share,Income,0,2021
SHEN 1,4500-03 · Customers' Crop Share,Income,0,2022
SHEN 1,4500-03 · Customers' Crop Share,Income,0,2023
SHEN 1,4500-03 · Customers' Crop Share,Income,0,2024
SHEN 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SHEN 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SHEN 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SHEN 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SHEN 1,5000-01 · Labor Hire Payroll,COGS,0,2021
SHEN 1,5000-01 · Labor Hire Payroll,COGS,0,2022
SHEN 1,5000-01 · Labor Hire Payroll,COGS,0,2023
SHEN 1,5000-01 · Labor Hire Payroll,COGS,0,2024
SHEN 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SHEN 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SHEN 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SHEN 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SHEN 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SHEN 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SHEN 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SHEN 1,5002-04 · Harvesting Payroll Taxes,COGS,87.09,2024
